id,day,pct_move,direction
1,2018-02-05,-0.033607478573366434,down
2,2018-02-06,0.030732934465182944,up
3,2018-02-08,-0.03873728939085186,down
4,2018-03-23,-0.022084003171685365,down
5,2018-03-27,-0.020599253164386662,down
