day,pct_move,direction,open,close,mean_signed_tminus1,pos_share_tminus1,neg_share_tminus1,n_articles_tminus1,day_sent
2018-02-05,-0.033607478573366434,down,2741.06,2648.94,0.0,0.0,0.0,1,2018-02-04
2018-02-06,0.030732934465182944,up,2614.78,2695.14,-0.03402808885838962,0.10228509249183895,0.13928182807399347,2757,2018-02-05
2018-02-08,-0.03873728939085186,down,2685.01,2581.0,0.05523363453956852,0.1539576688895332,0.09828935923456074,3449,2018-02-07
2018-03-23,-0.022084003171685365,down,2646.71,2588.26,-0.026059371800505216,0.09572301425661914,0.12423625254582485,1964,2018-03-22
2018-03-27,-0.020599253164386662,down,2667.57,2612.62,0.01750506228222017,0.11039939713639789,0.09382064807837227,2654,2018-03-26
